line,y,pop
ind186,0.697138499999999,1
ind187,-0.384061500000001,1
ind188,0.262238499999999,1
ind189,1.1239385,1
ind190,-0.761661500000001,1
ind191,-0.206461500000001,1
ind192,0.304138499999999,1
ind193,1.9792385,1
ind194,-0.805661500000001,1
ind195,-1.1825615,1
ind196,-1.2261615,1
ind197,0.392738499999998,1
ind198,-0.121061500000001,1
ind199,-0.476361500000001,1
ind200,0.228638499999999,1
ind201,-1.225437,2
ind202,-0.0873369999999998,2
ind203,0.686363,2
ind204,1.904763,2
ind205,0.130763,2
ind206,-0.277637,2
ind207,1.264863,2
ind208,1.126263,2
ind209,-1.161837,2
ind210,0.306263,2
ind211,-0.579837000000001,2
ind212,0.062163,2
ind213,0.873163,2
ind214,-2.257037,2
ind215,1.743163,2
ind216,1.275463,2
ind217,-2.587137,2
ind218,1.236763,2
ind219,-0.699537000000001,2
ind220,2.176863,2
ind221,0.711463,2
ind222,-1.353937,2
ind223,2.969663,2
ind224,-3.882337,2
ind225,1.378163,2
ind226,0.328462999999999,2
ind227,-1.180937,2
ind228,2.402263,2
ind229,0.369963,2
ind230,0.323663,2
ind231,-2.647037,2
ind232,-1.283437,2
ind233,-3.803737,2
ind234,1.815863,2
ind235,0.573563,2
ind236,2.994663,2
ind237,1.062763,2
ind238,-3.297137,2
ind239,-3.232037,2
ind240,2.805863,2
ind241,0.438162999999999,2
ind242,-0.326837000000001,2
ind243,-0.957937000000001,2
ind244,-0.456337,2
ind245,1.474363,2
ind246,-2.208937,2
ind247,-2.279037,2
ind248,-2.783837,2
ind249,-1.796137,2
ind250,1.125263,2
ind251,0.155263,2
ind252,0.434163,2
ind253,-0.671637,2
ind254,0.853662999999999,2
ind255,0.415863,2
ind256,-0.0302369999999996,2
ind257,1.373763,2
ind258,-0.803137,2
ind259,-0.175037,2
ind260,1.351463,2
ind261,-1.037737,2
ind262,1.546363,2
ind263,0.107562999999999,2
ind264,0.688362999999999,2
ind265,3.704663,2
ind266,-0.762737,2
ind267,-0.524537,2
ind268,0.231862999999999,2
ind269,0.229763,2
ind270,0.977363,2
ind271,2.216763,2
ind272,-3.010437,2
ind273,-0.104737,2
ind274,0.675663,2
ind275,-1.237237,2
ind276,0.977162999999999,2
ind277,-0.297237000000001,2
ind278,0.133963,2
ind279,-0.575637,2
ind280,-1.486637,2
ind281,-1.900337,2
ind282,-1.763837,2
ind283,2.093163,2
ind284,3.092963,2
ind285,1.340463,2
ind286,-0.210137,2
ind287,-1.815437,2
ind288,-2.837837,2
ind289,1.700763,2
ind290,-3.057937,2
ind291,3.261863,2
ind292,2.227463,2
ind293,1.955663,2
ind294,0.246362999999999,2
ind295,1.509863,2
ind296,0.572763,2
ind297,-0.614037,2
ind298,-0.155537000000001,2
ind299,-2.321337,2
ind300,1.385563,2
ind301,1.701263,2
ind302,0.662262999999999,2
ind303,1.416563,2
ind304,0.271863,2
ind305,0.851063,2
ind306,-1.331437,2
ind307,1.691963,2
ind308,2.716963,2
ind309,1.335563,2
ind310,0.791862999999999,2
ind311,-2.380837,2
ind312,-0.789137,2
ind313,-1.829837,2
ind314,0.989962999999999,2
ind315,-2.033637,2
ind316,-0.871337,2
ind317,0.619863,2
ind318,0.203763,2
ind319,-2.066637,2
ind320,-0.269237,2
ind321,0.361962999999999,2
ind322,2.168663,2
ind323,0.188162999999999,2
ind324,2.400563,2
ind325,-2.025237,2
ind326,0.260662999999999,2
ind327,0.0782629999999997,2
ind328,-0.864237000000001,2
ind329,-1.317137,2
ind330,1.434463,2
ind331,1.310763,2
ind332,0.928063,2
ind333,-1.060537,2
ind334,-0.598737,2
ind335,0.442762999999999,2
ind336,1.860863,2
ind337,0.493563,2
ind338,-1.577737,2
ind339,2.058063,2
ind340,-2.919437,2
ind341,0.714763,2
ind342,0.906063,2
ind343,-0.534837,2
ind344,1.259563,2
ind345,1.998163,2
ind346,1.093963,2
ind347,-3.222037,2
ind348,1.408963,2
ind349,-0.367337000000001,2
ind350,-1.484137,2
ind351,-2.689337,2
ind352,-0.570937000000001,2
ind353,-2.072337,2
ind354,-0.354537000000001,2
ind355,3.355063,2
ind356,-1.463237,2
ind357,-1.198837,2
ind358,0.623263,2
ind359,1.203763,2
ind360,0.0419629999999991,2
ind361,0.480262999999999,2
ind362,-1.602537,2
ind363,-0.125137,2
ind364,-2.532037,2
ind365,-1.917037,2
ind366,-0.186237,2
ind367,-0.783037,2
ind368,-2.051637,2
ind369,0.700763,2
ind370,0.278763,2
ind371,2.011163,2
ind372,-1.169437,2
ind373,1.571463,2
ind374,-0.507237,2
ind375,2.399363,2
ind376,-0.422037,2
ind377,-0.401337,2
ind378,1.436663,2
ind379,0.369163,2
ind380,1.381963,2
ind381,-0.921437000000001,2
ind382,0.929862999999999,2
ind383,1.856163,2
ind384,0.809263,2
ind385,-2.007537,2
ind386,-2.172937,2
ind387,-0.681837,2
ind388,-1.131037,2
ind389,-0.280437000000001,2
ind390,-0.921937,2
ind391,0.941863,2
ind392,-1.659037,2
ind393,0.617262999999999,2
ind394,-1.086737,2
ind395,0.698062999999999,2
ind396,0.237363,2
ind397,-0.457937000000001,2
ind398,0.616463,2
ind399,0.724463,2
ind400,-2.257037,2
ind401,0.119695999999999,3
ind402,1.667996,3
ind403,-1.050404,3
ind404,0.348495999999999,3
ind405,1.121696,3
ind406,0.173395999999999,3
ind407,-1.602404,3
ind408,-1.424704,3
ind409,1.212296,3
ind410,-0.271704000000001,3
ind411,-1.680804,3
ind412,-0.936304000000002,3
ind413,-0.651104,3
ind414,1.569596,3
ind415,-1.285504,3
ind416,2.414596,3
ind417,1.549296,3
ind418,-0.497604000000001,3
ind419,1.912896,3
ind420,-0.571404000000001,3
ind421,-0.706604,3
ind422,-2.118104,3
ind423,2.917496,3
ind424,1.532096,3
ind425,-0.757204000000002,3
ind426,0.919595999999999,3
ind427,-0.198104000000001,3
ind428,0.575595999999999,3
ind429,-0.184604,3
ind430,2.810496,3
ind431,0.00829599999999964,3
ind432,0.0106959999999994,3
ind433,-0.300604000000002,3
ind434,0.0911960000000001,3
ind435,1.044696,3
ind436,1.162096,3
ind437,-1.783904,3
ind438,-1.077004,3
ind439,-0.942904,3
ind440,1.604796,3
ind441,1.077996,3
ind442,1.428496,3
ind443,-2.110304,3
ind444,-1.000904,3
ind445,1.312796,3
ind446,0.755395999999999,3
ind447,-0.00660400000000116,3
ind448,-1.643904,3
ind449,1.216296,3
ind450,-0.0920040000000011,3
ind451,-0.899204000000001,3
ind452,-1.901004,3
ind453,-2.327804,3
ind454,1.164196,3
ind455,1.081196,3
ind456,1.915496,3
ind457,-1.770904,3
ind458,1.653096,3
ind459,-0.174004,3
ind460,-0.681804000000001,3
ind461,1.038796,3
ind462,0.0468959999999985,3
ind463,-2.445004,3
ind464,0.230495999999999,3
ind465,-0.434504,3
ind466,-1.418604,3
ind467,-0.365804000000001,3
ind468,0.695095999999999,3
ind469,-0.00820400000000099,3
ind470,-0.522904,3
ind471,0.517195999999998,3
ind472,1.502396,3
ind473,-2.906204,3
ind474,-2.830304,3
ind475,-1.404404,3
ind476,-0.721404000000001,3
ind477,-2.781904,3
ind478,2.295796,3
ind479,-1.686504,3
ind480,0.605995999999999,3
ind481,-0.454504,3
ind482,0.997195999999999,3
ind483,0.829896,3
ind484,2.685096,3
ind485,0.834496,3
ind486,1.061996,3
ind487,1.830796,3
ind488,0.176495999999998,3
ind489,2.132596,3
ind490,-1.417504,3
ind491,-2.819404,3
ind492,0.0163959999999985,3
ind493,0.713495999999999,3
ind494,0.946596,3
ind495,1.860196,3
ind496,0.752896,3
ind497,0.864495999999999,3
ind498,-1.820304,3
ind499,-0.0351040000000005,3
ind500,-1.482804,3
ind501,-0.850404000000001,3
ind502,0.124995999999999,3
ind503,-0.611004000000001,3
ind504,-1.736904,3
ind505,1.644796,3
ind506,-1.727804,3
ind507,-1.777104,3
ind508,-1.732204,3
ind509,-2.988004,3
ind510,-0.453504000000001,3
ind511,0.971596,3
ind512,-0.681804000000001,3
ind513,2.682596,3
ind514,0.744395999999998,3
ind515,-0.201104000000001,3
ind516,0.317295999999999,3
ind517,2.150396,3
ind518,0.307595999999998,3
ind519,-0.158404000000001,3
ind520,0.0860959999999995,3
ind521,-0.590704000000001,3
ind522,2.346696,3
ind523,0.173895999999999,3
ind524,-0.785104,3
ind525,3.698596,3
ind526,-1.561504,3
ind527,-2.122604,3
ind528,-0.405804000000002,3
ind529,-0.547104000000001,3
ind530,-3.804904,3
ind531,2.448296,3
ind532,2.335296,3
ind533,-1.019604,3
ind534,-0.698004000000001,3
ind535,0.757496,3
ind536,0.796396,3
ind537,2.735896,3
ind538,-2.579304,3
ind539,-0.312904000000001,3
ind540,-0.366004,3
ind541,-0.130304000000001,3
ind542,1.750096,3
ind543,0.331795999999999,3
ind544,1.153896,3
ind545,0.363995999999998,3
ind546,-0.673004000000001,3
ind547,1.247696,3
ind548,-3.876104,3
ind549,1.736996,3
ind550,2.528396,3
ind551,0.297695999999998,3
ind552,2.018796,3
ind553,-2.180704,3
ind554,0.405996,3
ind555,-1.766504,3
ind556,-4.240204,3
ind557,-1.766804,3
ind558,1.928096,3
ind559,0.729695999999999,3
ind560,-0.182704000000001,3
ind561,0.450196,3
ind562,-2.026904,3
ind563,-0.00890400000000113,3
ind564,-1.937404,3
ind565,1.118296,3
ind566,1.598196,3
ind567,2.331996,3
ind568,0.296095999999999,3
ind569,0.0381959999999992,3
ind570,-0.762204000000001,3
ind571,-1.310304,3
ind572,2.953996,3
ind573,0.361896,3
ind574,1.239196,3
ind575,1.066496,3
ind576,0.681196,3
ind577,1.537196,3
ind578,-0.220304,3
ind579,-2.136204,3
ind580,-0.194904000000001,3
ind581,3.542696,3
ind582,0.511296,3
ind583,-0.774904000000001,3
ind584,2.672796,3
ind585,-1.175004,3
ind586,-1.392304,3
ind587,0.553096,3
ind588,-1.837504,3
ind589,-0.287104000000001,3
ind590,1.618596,3
ind591,-0.717404,3
ind592,0.825296,3
ind593,1.604696,3
ind594,-1.040404,3
ind595,-1.180204,3
ind596,0.685495999999999,3
ind597,-3.592604,3
ind598,-2.435604,3
ind599,-1.813404,3
ind600,0.0667959999999983,3
ind601,-0.918139,4
ind602,-1.052439,4
ind603,1.908361,4
ind604,-0.406438999999999,4
ind605,-0.659939,4
ind606,3.147361,4
ind607,-2.365639,4
ind608,-0.817038999999999,4
ind609,3.052161,4
ind610,-5.172439,4
ind611,-1.769739,4
ind612,1.111161,4
ind613,-0.694239,4
ind614,-0.594038999999999,4
ind615,0.293861000000001,4
ind616,-0.353838999999999,4
ind617,-1.843339,4
ind618,-1.529539,4
ind619,-1.454139,4
ind620,-0.645239,4
ind621,2.843361,4
ind622,-1.480039,4
ind623,0.948961000000001,4
ind624,-2.473939,4
ind625,1.080561,4
ind626,0.939061000000001,4
ind627,-0.269238999999999,4
ind628,-1.614539,4
ind629,0.439561000000001,4
ind630,1.241961,4
ind631,-0.794639,4
ind632,1.390261,4
ind633,-0.779138999999999,4
ind634,-2.437239,4
ind635,0.976661,4
ind636,2.175861,4
ind637,1.464661,4
ind638,0.351261000000001,4
ind639,-1.076239,4
ind640,-2.726439,4
ind641,-0.482438999999999,4
ind642,4.067361,4
ind643,-2.461639,4
ind644,-0.0497389999999989,4
ind645,-1.063139,4
ind646,-0.834638999999999,4
ind647,0.648661000000001,4
ind648,-0.995139,4
ind649,-0.464039,4
ind650,1.453961,4
ind651,1.292661,4
ind652,1.481161,4
ind653,-0.793339,4
ind654,2.540461,4
ind655,1.092561,4
ind656,-0.915939,4
ind657,1.794861,4
ind658,1.694961,4
ind659,2.096661,4
ind660,-1.184139,4
ind661,-1.878639,4
ind662,-1.952139,4
ind663,0.235761,4
ind664,0.114261000000001,4
ind665,-1.820839,4
ind666,1.936661,4
ind667,-0.394938999999999,4
ind668,-0.795038999999999,4
ind669,-1.466339,4
ind670,0.702961,4
ind671,-1.459739,4
ind672,2.022961,4
ind673,3.553061,4
ind674,2.358261,4
ind675,-1.087239,4
ind676,-1.144939,4
ind677,0.669061000000001,4
ind678,1.181561,4
ind679,-1.307539,4
ind680,2.523661,4
ind681,-0.991938999999999,4
ind682,2.201461,4
ind683,2.031561,4
ind684,1.155161,4
ind685,-5.115039,4
ind686,-3.966339,4
ind687,4.909361,4
ind688,2.084761,4
ind689,-0.502538999999999,4
ind690,-0.611438999999999,4
ind691,-0.521438999999999,4
ind692,1.590061,4
ind693,0.205561000000001,4
ind694,1.058161,4
ind695,-0.818838999999999,4
ind696,0.235361000000001,4
ind697,-0.353738999999999,4
ind698,1.708361,4
ind699,0.903561,4
ind700,4.431461,4
ind701,-0.140639,4
ind702,-0.0840389999999989,4
ind703,1.891361,4
ind704,-0.747638999999999,4
ind705,1.839361,4
ind706,1.717461,4
ind707,1.208961,4
ind708,-1.245339,4
ind709,0.340161,4
ind710,-3.463139,4
ind711,1.782461,4
ind712,-1.472739,4
ind713,-2.785639,4
ind714,3.362061,4
ind715,2.599661,4
ind716,0.440261000000001,4
ind717,0.724761000000001,4
ind718,-2.355939,4
ind719,-1.236439,4
ind720,-1.265939,4
ind721,-0.850038999999999,4
ind722,-1.888639,4
ind723,3.276261,4
ind724,4.625761,4
ind725,-0.231938999999999,4
ind726,-3.273939,4
ind727,-3.622839,4
ind728,-2.184439,4
ind729,-1.057939,4
ind730,0.814461000000001,4
ind731,0.637661000000001,4
ind732,2.540261,4
ind733,-1.722439,4
ind734,-4.508539,4
ind735,-0.400739,4
ind736,-1.616839,4
ind737,1.540761,4
ind738,-2.203139,4
ind739,1.013261,4
ind740,0.0765609999999999,4
ind741,-1.208639,4
ind742,-0.984338999999999,4
ind743,-1.060039,4
ind744,-1.444839,4
ind745,1.770461,4
ind746,1.738361,4
ind747,-0.0795389999999987,4
ind748,1.536961,4
ind749,-0.944538999999999,4
ind750,-1.993939,4
ind751,0.465261,4
ind752,-0.199539,4
ind753,3.024661,4
ind754,0.383561,4
ind755,0.707261000000001,4
ind756,1.675061,4
ind757,1.038461,4
ind758,-2.558739,4
ind759,2.194461,4
ind760,1.011861,4
ind761,-1.641139,4
ind762,0.391761000000001,4
ind763,0.400661000000001,4
ind764,0.867861000000001,4
ind765,-2.910439,4
ind766,-1.974739,4
ind767,-1.667739,4
ind768,-1.838039,4
ind769,2.818761,4
ind770,-3.449939,4
ind771,-1.667439,4
ind772,-0.948839,4
ind773,2.338161,4
ind774,1.853861,4
ind775,0.814961,4
ind776,0.632761,4
ind777,1.518261,4
ind778,-1.985839,4
ind779,0.401561000000001,4
ind780,0.216861,4
ind781,2.075261,4
ind782,3.583361,4
ind783,-0.346639,4
ind784,-2.933239,4
ind785,-1.632439,4
ind786,1.267061,4
ind787,-1.760039,4
ind788,-0.350038999999999,4
ind789,-1.453739,4
ind790,0.440861,4
ind791,0.928961000000001,4
ind792,0.0479610000000008,4
ind793,1.302661,4
ind794,-2.272139,4
ind795,0.498261000000001,4
ind796,-1.817539,4
ind797,-0.360538999999999,4
ind798,0.135861,4
ind799,1.893161,4
ind800,-0.544039,4
ind801,5.589955,5
ind802,1.557055,5
ind803,0.228855000000001,5
ind804,2.065055,5
ind805,1.268955,5
ind806,2.968655,5
ind807,1.594855,5
ind808,4.114555,5
ind809,-0.871445,5
ind810,-1.081945,5
ind811,1.384155,5
ind812,-2.290545,5
ind813,-0.605845,5
ind814,-1.279845,5
ind815,-1.598345,5
ind816,-0.460645,5
ind817,0.917355000000001,5
ind818,1.310855,5
ind819,-1.158445,5
ind820,1.022355,5
ind821,2.151655,5
ind822,-1.935945,5
ind823,3.329755,5
ind824,-1.053045,5
ind825,-0.985244999999999,5
ind826,1.921555,5
ind827,2.052755,5
ind828,1.453255,5
ind829,0.104755000000001,5
ind830,-1.308845,5
ind831,-2.881745,5
ind832,-0.452544999999999,5
ind833,-1.235645,5
ind834,0.200755000000001,5
ind835,1.879155,5
ind836,0.890955,5
ind837,-0.128245,5
ind838,-1.834145,5
ind839,1.655855,5
ind840,-0.676245,5
ind841,-2.234645,5
ind842,0.519855,5
ind843,-2.006045,5
ind844,-1.976245,5
ind845,3.620255,5
ind846,2.006155,5
ind847,0.765755,5
ind848,3.344755,5
ind849,-3.121545,5
ind850,-1.307445,5
ind851,0.455055,5
ind852,-1.703445,5
ind853,0.489955,5
ind854,1.382255,5
ind855,-1.172445,5
ind856,1.967355,5
ind857,-1.301345,5
ind858,-0.375045,5
ind859,-1.164145,5
ind860,0.865055,5
ind861,-3.108945,5
ind862,-0.224145,5
ind863,2.568555,5
ind864,-0.948245,5
ind865,1.956855,5
ind866,0.554355000000001,5
ind867,1.395755,5
ind868,-0.0509450000000005,5
ind869,2.959455,5
ind870,-1.291445,5
ind871,0.759555000000001,5
ind872,-0.757745,5
ind873,2.309555,5
ind874,-1.042745,5
ind875,-3.652845,5
ind876,-0.498745,5
ind877,3.361255,5
ind878,-2.880245,5
ind879,-1.529045,5
ind880,1.886255,5
ind881,-3.208745,5
ind882,2.209255,5
ind883,-1.326445,5
ind884,1.090055,5
ind885,2.313855,5
ind886,-0.262145,5
ind887,-0.999744999999999,5
ind888,-1.312545,5
ind889,0.473355,5
ind890,2.379755,5
ind891,-0.633144999999999,5
ind892,-1.715745,5
ind893,0.312755000000001,5
ind894,0.214155,5
ind895,2.120855,5
ind896,0.473855,5
ind897,-0.663644999999999,5
ind898,-1.163545,5
ind899,-0.00124499999999905,5
ind900,-1.446645,5
ind901,1.815055,5
ind902,0.651355000000001,5
ind903,-1.563345,5
ind904,1.310555,5
ind905,-2.600145,5
ind906,-2.972345,5
ind907,4.990255,5
ind908,1.891355,5
ind909,-2.413645,5
ind910,-3.099845,5
ind911,-0.361345,5
ind912,-1.637545,5
ind913,-1.191645,5
ind914,-5.235245,5
ind915,3.258755,5
ind916,-4.544645,5
ind917,1.036955,5
ind918,1.307955,5
ind919,-2.587445,5
ind920,-0.109544999999999,5
ind921,1.574855,5
ind922,2.175255,5
ind923,0.0777549999999998,5
ind924,-0.0373450000000002,5
ind925,-2.334645,5
ind926,-2.580545,5
ind927,0.456355,5
ind928,-0.106145,5
ind929,0.913055,5
ind930,-0.857844999999999,5
ind931,-0.434944999999999,5
ind932,5.339855,5
ind933,2.796655,5
ind934,0.0968549999999997,5
ind935,0.952655,5
ind936,2.477355,5
ind937,0.308055,5
ind938,1.020155,5
ind939,1.370555,5
ind940,3.371455,5
ind941,0.312455,5
ind942,1.128455,5
ind943,-0.613944999999999,5
ind944,0.00655500000000053,5
ind945,0.795555,5
ind946,-2.202845,5
ind947,-1.108945,5
ind948,0.149055000000001,5
ind949,-3.856045,5
ind950,1.033455,5
ind951,2.004755,5
ind952,-0.0088449999999991,5
ind953,-0.534844999999999,5
ind954,0.140355,5
ind955,-1.439745,5
ind956,-2.144945,5
ind957,0.535455000000001,5
ind958,0.670955000000001,5
ind959,0.0666550000000008,5
ind960,-0.792244999999999,5
ind961,-4.096745,5
ind962,1.638555,5
ind963,-1.340345,5
ind964,-2.069345,5
ind965,-0.102845,5
ind966,2.862655,5
ind967,-0.717744999999999,5
ind968,-1.864745,5
ind969,0.367055000000001,5
ind970,-1.276445,5
ind971,-0.344645,5
ind972,-1.833145,5
ind973,1.391755,5
ind974,3.141155,5
ind975,4.242355,5
ind976,-0.416744999999999,5
ind977,-0.542945,5
ind978,0.436255000000001,5
ind979,-3.401845,5
ind980,-2.236845,5
ind981,0.645755000000001,5
ind982,0.390055,5
ind983,0.778455000000001,5
ind984,-2.927545,5
ind985,0.271755000000001,5
ind986,2.350655,5
ind987,-1.789645,5
ind988,-0.435145,5
ind989,-1.146745,5
ind990,-1.222145,5
ind991,-1.279445,5
ind992,-0.963245000000001,5
ind993,-0.402244999999999,5
ind994,2.379255,5
ind995,-3.368745,5
ind996,1.852855,5
ind997,1.384755,5
ind998,-1.199245,5
ind999,-1.824345,5
ind1000,-3.495945,5
ind1001,-0.638825000000001,6
ind1002,-1.611625,6
ind1003,-1.508525,6
ind1004,1.396075,6
ind1005,-0.420825000000001,6
ind1006,-0.981724999999999,6
ind1007,-0.352225000000001,6
ind1008,-1.157125,6
ind1009,2.556175,6
ind1010,2.332275,6
ind1011,-2.683625,6
ind1012,1.420475,6
ind1013,0.134475,6
ind1014,2.398375,6
ind1015,1.223175,6
ind1016,0.776775000000001,6
ind1017,-2.054625,6
ind1018,-0.586925000000001,6
ind1019,1.117675,6
ind1020,0.163975000000001,6
ind1021,-0.0661249999999995,6
ind1022,-0.499725,6
ind1023,-0.309925,6
ind1024,0.507875,6
ind1025,1.094575,6
ind1026,3.443275,6
ind1027,2.015275,6
ind1028,-0.0123250000000006,6
ind1029,-2.157425,6
ind1030,0.982075,6
ind1031,0.727575,6
ind1032,-2.136625,6
ind1033,1.963975,6
ind1034,0.643575,6
ind1035,1.155875,6
ind1036,1.404175,6
ind1037,0.446475,6
ind1038,0.223174999999999,6
ind1039,1.724375,6
ind1040,-0.326625,6
ind1041,0.577575,6
ind1042,-0.482625000000001,6
ind1043,-1.867825,6
ind1044,2.899275,6
ind1045,-2.713225,6
ind1046,3.432875,6
ind1047,0.678875,6
ind1048,-0.350925,6
ind1049,0.891775000000001,6
ind1050,2.144075,6
ind1051,-2.639725,6
ind1052,0.718674999999999,6
ind1053,0.980775,6
ind1054,-2.081125,6
ind1055,-0.651225,6
ind1056,-1.146225,6
ind1057,0.655975,6
ind1058,-0.214625,6
ind1059,2.096275,6
ind1060,0.264275,6
ind1061,0.129775,6
ind1062,1.814475,6
ind1063,1.814475,6
ind1064,-1.654225,6
ind1065,0.622275,6
ind1066,-0.963725,6
ind1067,-0.701025,6
ind1068,0.274975,6
ind1069,-2.376825,6
ind1070,0.801475,6
ind1071,0.122475,6
ind1072,-1.521525,6
ind1073,-0.750225,6
ind1074,-1.395825,6
ind1075,-0.723324999999999,6
ind1076,-1.991125,6
ind1077,-0.676525,6
ind1078,0.778475,6
ind1079,-2.026625,6
ind1080,-0.871824999999999,6
ind1081,0.396775,6
ind1082,-0.156325000000001,6
ind1083,-1.259425,6
ind1084,0.635475,6
ind1085,-1.532025,6
ind1086,1.672975,6
ind1087,0.523574999999999,6
ind1088,0.663175000000001,6
ind1089,2.793375,6
ind1090,-0.518825,6
ind1091,-1.648625,6
ind1092,1.762075,6
ind1093,-2.242225,6
ind1094,-0.624124999999999,6
ind1095,-1.820425,6
ind1096,-0.664725000000001,6
ind1097,1.078475,6
ind1098,1.133875,6
ind1099,-0.477725,6
ind1100,2.493475,6
ind1101,-0.314125000000001,6
ind1102,0.548275,6
ind1103,-0.433225,6
ind1104,0.675675,6
ind1105,0.573074999999999,6
ind1106,0.0697749999999999,6
ind1107,0.661075,6
ind1108,-1.261125,6
ind1109,-0.777925,6
ind1110,-0.397425,6
ind1111,2.753475,6
ind1112,1.876375,6
ind1113,0.312475000000001,6
ind1114,-3.757325,6
ind1115,-0.480024999999999,6
ind1116,-0.487325,6
ind1117,-2.247425,6
