"bin","gamma1","gamma2","gamma3","gamma4","gamma5","gamma6","gamma7","gamma8","gamma9","gamma10","gamma11","gamma12","gamma13","gamma14","gamma15","gamma16","gamma17","gamma18","gamma19","gamma20","stderr1","stderr2","stderr3","stderr4","stderr5","stderr6","stderr7","stderr8","stderr9","stderr10","stderr11","stderr12","stderr13","stderr14","stderr15","stderr16","stderr17","stderr18","stderr19","stderr20"
388,-0.012037271170053,0.0118799963842554,0.00208125881037594,-0.00225257015636711,0.0211207080195711,-0.0212747983454064,0.0163100252652521,-0.0163619824077523,-0.00140204251337615,0.00155174997613223,-0.00740710619485493,0.00746956563214447,-0.00845219603259021,0.00860622479582059,-0.0124304107918257,0.0125700527501596,-0.0117688972783501,0.0117359188620195,-0.00403473809546348,0.00409651249030856,0.0393862459646491,0.039383032391382,0.0392182465300462,0.0392124537062053,0.0392385228806285,0.0392386693548264,0.0392410198574725,0.0392380104060741,0.0392763766828964,0.0392733052444416,0.0392470529797642,0.0392520239720943,0.0394747892292746,0.0394729929472883,0.0394037339517307,0.0394024222217004,0.0391295083942859,0.0391294423323891,0.0393142982063086,0.0393164005419773
389,-0.00498126583378821,0.00486924635655158,-0.000135070302778922,1.0965237362133e-05,0.0144848333953365,-0.0145981983144493,0.0123230472572693,-0.0123608404935901,0.000506105209471392,-0.000397418573710736,-0.0103466765000627,0.0103909390592341,-0.00634702640982593,0.00645876912954103,-0.00935137380347387,0.00945272736244514,-0.00891744967781515,0.00889386694150119,-0.00304285648468006,0.00308767644546259,0.0338260411634919,0.0338256966786616,0.0337206158217381,0.0337181861558436,0.0336943090833048,0.0336968601285265,0.0337103453279148,0.0337084316459912,0.0337216064315721,0.0337203392323743,0.0336484260208073,0.0336489568743589,0.0338648371213209,0.0338637005886985,0.0338180755246872,0.033817244321586,0.0336360803317353,0.033636038224107,0.0337590276308977,0.0337603623159424
390,-0.00270953487604175,0.00265167740558154,0.00310281953434786,-0.00316678565788554,0.00794445330822771,-0.00800248231862547,0.00650671286930318,-0.006526763369522,4.44162223352456e-05,1.17246315706185e-05,-0.00568937288827155,0.00571216155073341,-0.0040499465902444,0.0041077962103541,-0.00193683631351137,0.0019893072722089,-0.00507672592335774,0.00506438640982439,-0.00115317423554352,0.0011761667585164,0.0246231949028788,0.0246230617754825,0.0245800283792007,0.0245794396248043,0.0245692484383419,0.0245702399905969,0.0245536398002318,0.024553183847157,0.0245774872107666,0.0245769726939711,0.0245502524893079,0.0245504592542421,0.0246402050141936,0.024639844518957,0.0246082371110458,0.0246073153478879,0.0245451695312232,0.0245447830364707,0.0245979245649739,0.0245975916220598
391,-2.89914671947436e-07,2.82649025170478e-07,4.16213676338805e-07,-4.24269187137694e-07,7.47847853795203e-07,-7.55055203304658e-07,8.67316864526012e-07,-8.69872992736404e-07,5.71082162542399e-09,1.32643558011554e-09,-7.34887013607715e-07,7.37726181163301e-07,-2.4716363143889e-07,2.54430836051972e-07,-2.58628235777066e-07,2.65224048829794e-07,-6.07306417708829e-07,6.05770284348766e-07,-1.39706969273368e-07,1.42588295502195e-07,0.000279909410701368,0.000279909411131103,0.00027990932884151,0.000279909327971396,0.000279909295452312,0.00027990929856658,0.000279909287733655,0.000279909288094943,0.00027990932483324,0.000279909324072599,0.00027990928714394,0.000279909287096396,0.000279909418189101,0.00027990941814608,0.00027990937317191,0.000279909371814501,0.000279909291427285,0.00027990928970577,0.000279909358534215,0.000279909358543837
392,-2.73011118250952e-07,2.66169099517253e-07,-3.84224660174274e-08,3.08366344666857e-08,6.65740603453246e-07,-6.72527723566315e-07,7.28490547647763e-07,-7.30897637305995e-07,-3.14776705687626e-07,3.21403648785824e-07,-6.92039302165453e-07,6.94712929832605e-07,-2.32752690071219e-07,2.3959617510841e-07,-1.73707178344384e-07,1.79918419142797e-07,-6.9252856750178e-07,6.9108200334331e-07,-1.10376957408313e-07,1.13090285021575e-07,0.000271626742063894,0.000271626742456598,0.000271626658270885,0.000271626658521898,0.000271626655949534,0.000271626659071201,0.000271626637020109,0.000271626637020877,0.000271626666019806,0.000271626665270881,0.000271626629153438,0.000271626629109991,0.000271626748906407,0.000271626748867093,0.000271626711396483,0.00027162671062624,0.000271626671339572,0.000271626670793115,0.000271626681460496,0.000271626680713979
393,-0.00152331144429983,0.00148370731545775,-0.00021377990625113,0.000169837115437512,0.00190858395307292,-0.00194822747970216,0.00162628274955368,-0.00164016394568121,-0.000801649628582093,0.000840145561868307,-0.00819024899681926,0.00820558032552821,-0.00129798236503968,0.00133775170366274,-0.0024046005984422,0.00244068455606182,-0.00317467279863709,0.00316627450904016,-0.000612132593222744,0.000627921966994315,0.0204858766483244,0.0204860450895088,0.0204515374537069,0.0204516445632274,0.020455207989853,0.0204569329686957,0.0204699456413314,0.0204698388157471,0.020462039807252,0.0204618044990516,0.0204410729229095,0.0204407719338086,0.0204887027663013,0.0204886858965155,0.0204759584728411,0.0204758780360889,0.0204545666151848,0.0204543382436798,0.0204610087609009,0.020460689769631
394,0.00015838342993237,-0.000175949380579734,-9.68963366563142e-05,7.74184230712025e-05,0.000793300394319388,-0.000810795433516613,0.00073756752890471,-0.000743734204886141,-0.00036407236305921,0.00038111362047386,-0.00372603883672125,0.00373287502727307,-0.000814908769009391,0.000832495776668869,-0.00108993632377971,0.00110590930059687,-0.00132178966025276,0.00131807370229354,-0.000277961796266449,0.000284945901193707,0.0137116893824021,0.0137116507270233,0.0136977456928238,0.013697777883193,0.0136970964116726,0.0136976816350316,0.0137034106457692,0.0137033785893322,0.0137009793266071,0.0137009086682739,0.0136945143195884,0.013694423781196,0.01370864248677,0.0137085222005983,0.0137052570302177,0.0137052329046156,0.0136982771072201,0.0136982046766288,0.0137006617386532,0.0137005659434666
395,1.32575584551541e-08,-3.29133386317092e-08,-1.10378749495207e-07,8.85861421758647e-08,9.05815813719631e-07,-9.25313922775861e-07,-4.11329319747562e-07,4.04414228928122e-07,-1.54302914965577e-06,1.56206705916192e-06,-3.61258045444588e-06,3.62026125843799e-06,-9.27362024949418e-07,9.47022022427182e-07,-1.24149986519163e-06,1.25934356406063e-06,-1.50844873856659e-06,1.50429304350427e-06,-3.17086833293641e-07,3.248817058825e-07,0.000460388442441281,0.000460388442514698,0.000460387836202774,0.000460387837424999,0.00046038781125127,0.000460387833473257,0.000460388138948531,0.000460388137477427,0.000460387928965859,0.00046038792474869,0.000460387733438476,0.000460387732019411,0.000460388257395701,0.000460388252839529,0.000460388126807134,0.000460388125892635,0.000460387856760363,0.000460387854010563,0.000460387949115156,0.00046038794548024
396,4.27782933712348e-09,-1.06200505573337e-08,-3.561578487843e-08,2.85840859136977e-08,2.92279075060187e-07,-2.98570402139775e-07,-1.32723111833972e-07,1.30491855569213e-07,-4.97887983439999e-07,5.0403083701692e-07,-9.94421941496298e-07,9.96900266728905e-07,-2.99230600987963e-07,3.05574177924349e-07,-1.52915205678977e-07,1.58672725217374e-07,-4.86730098857915e-07,4.85389204194313e-07,-1.0231415430728e-07,1.04829277215863e-07,0.000261517746349809,0.000261517746363265,0.000261517635232821,0.000261517635456839,0.000261517630659495,0.000261517634732494,0.000261517690722941,0.000261517690453307,0.000261517652235332,0.000261517651462381,0.000261517641712176,0.000261517641986287,0.000261517712433014,0.000261517711597929,0.000261517663051389,0.000261517662714649,0.000261517639000811,0.000261517638496809,0.00026151765592849,0.000261517655262258
397,4.61523692631149e-09,-1.14576970491921e-08,-8.69387658028674e-08,7.93524467073596e-08,6.83415094396552e-07,-6.90202649256875e-07,-1.43191493974096e-07,1.40784248735256e-07,-5.37158293801134e-07,5.43785661180979e-07,-1.07285575489771e-06,1.07552955683734e-06,-3.22832074280219e-07,3.29675997044511e-07,-1.64976207899816e-07,1.71187848462528e-07,-3.20501288518365e-07,3.19054632887923e-07,-5.87602103144824e-08,6.14737126160061e-08,0.000271635520798115,0.000271635520813194,0.000271635364016529,0.00027163536562424,0.000271635352819717,0.000271635355400701,0.00027163545846188,0.000271635458159724,0.00027163541533214,0.000271635414465959,0.000271635403539747,0.00027163540384692,0.000271635482790487,0.000271635481854678,0.00027163542745276,0.000271635427075404,0.000271635397830882,0.000271635397496816,0.000271635418564176,0.000271635418336046
398,4.65078229129797e-09,-1.15459431535533e-08,-1.9097249230619e-07,1.83327745988446e-07,6.8867864732722e-07,-6.95518480153047e-07,-1.44294334070389e-07,1.41868547707175e-07,-4.10524712188416e-07,4.17203124305094e-07,-1.08111872446729e-06,1.08381311906348e-06,-5.0439481534721e-07,5.11291451267764e-07,-1.66246829793308e-07,1.72506311098109e-07,-3.22969740126013e-07,3.21511941740876e-07,-5.72038616208983e-09,8.45478697805339e-09,0.000272679566828243,0.000272679566843497,0.000272679352616177,0.000272679355269561,0.0002726793969055,0.000272679399516359,0.000272679503770468,0.000272679503464815,0.000272679470392982,0.000272679469941036,0.000272679448212612,0.000272679448523341,0.0002726795195979,0.000272679519696064,0.000272679472402418,0.000272679472020695,0.000272679442437667,0.000272679442099734,0.000272679457224593,0.000272679457362788
399,1.6095000834498e-08,-2.16797272756165e-08,2.9084987010457e-08,-3.52768426956112e-08,5.57007933388456e-07,-5.62547844462832e-07,-4.48626821725626e-07,4.46662057269532e-07,-3.32504478671152e-07,3.37913651048833e-07,-5.79551936462733e-07,5.81734255463476e-07,-4.08534508680867e-07,4.14120430889749e-07,-1.34651616144e-07,1.39721475892403e-07,-1.58315534041976e-08,1.46508125699961e-08,-6.66207711850124e-08,6.88354963402487e-08,0.000245403924555593,0.000245403924733925,0.000245403775181476,0.000245403777132326,0.000245403796465669,0.000245403798278234,0.000245403877697242,0.000245403876976919,0.000245403853224109,0.000245403852894671,0.000245403832357966,0.000245403832120617,0.00024540388909118,0.000245403889162734,0.000245403854688853,0.000245403854410602,0.000245403823762747,0.000245403823329408,0.000245403853190837,0.000245403853281975
400,-2.90154254427082e-08,2.33014003775356e-08,4.28617029092124e-08,-4.91969133432353e-08,5.31139088707236e-07,-5.36807253057501e-07,-4.5901341188005e-07,4.5700315844867e-07,-4.52489839264939e-07,4.58024243040831e-07,-5.66639567063111e-07,5.68872411598479e-07,-2.14302344384698e-07,2.20017591633953e-07,-4.32229545780106e-07,4.37416781771368e-07,-1.61980848864095e-08,1.49900069310814e-08,5.07247399229301e-08,-4.84587402385377e-08,0.000248228458409379,0.000248228458318737,0.000248228307022267,0.000248228307892542,0.000248228323804449,0.000248228323960917,0.000248228421481304,0.000248228420735821,0.00024822839996943,0.000248228399225315,0.000248228365144524,0.000248228365059036,0.000248228415366465,0.000248228415337332,0.000248228415890408,0.00024822841546721,0.000248228365662978,0.000248228365214504,0.000248228413909309,0.00024822841507533
401,-6.36415252790619e-08,5.67884722503229e-08,-4.31034226368943e-07,4.23436159084793e-07,5.42470621234084e-07,-5.49268668837128e-07,-5.50512063724714e-07,5.48101087984628e-07,-8.54109673810586e-07,8.60747301405877e-07,-5.21112570804003e-07,5.23790509019564e-07,-2.5702085878388e-07,2.63875378663816e-07,-5.18389150481815e-07,5.24610405476592e-07,-2.97909917558631e-07,2.96461018192041e-07,6.08360904271375e-08,-5.81183880900911e-08,0.000271845678242972,0.00027184567856099,0.000271845531638616,0.00027184553081716,0.00027184550986601,0.000271845509309784,0.000271845636887743,0.000271845635908591,0.000271845600198312,0.000271845599734899,0.000271845565726664,0.000271845565613451,0.000271845628856236,0.000271845628817971,0.000271845629544406,0.000271845628988558,0.000271845571016362,0.000271845568839782,0.00027184562694234,0.000271845628473847
402,-5.2189645799724e-08,4.65697612407545e-08,2.35270258344926e-08,-2.97578610532008e-08,4.4485678357901e-07,-4.50431560941973e-07,-4.51451066751012e-07,4.49473932955562e-07,-6.74010711749696e-07,6.7945393360607e-07,-1.75793850307207e-07,1.77989908555845e-07,-1.9372878318001e-07,1.99349869577092e-07,-4.31208128158119e-07,4.36309903524359e-07,-2.4430304518541e-07,2.43114867583481e-07,4.98890388850504e-08,-4.76603722153624e-08,0.000246175145485651,0.000246175145721817,0.000246175027703404,0.000246175026404747,0.000246175020445737,0.000246175020032673,0.000246175114774485,0.000246175114047349,0.000246175089375798,0.000246175088721476,0.000246175068664908,0.000246175068741062,0.000246175106368377,0.000246175106091132,0.000246175107673977,0.000246175107454058,0.000246175065857154,0.000246175064240787,0.000246175107388843,0.000246175108526167
403,-3.18654772841822e-08,2.84341462632107e-08,1.27140208395268e-07,-1.3094456742363e-07,3.1762511857175e-07,-3.21028909979646e-07,-2.75642952894861e-07,2.74435775534192e-07,-7.34338861906554e-08,7.67573538351859e-08,-1.80641008271963e-08,1.94049470181406e-08,-1.85423766881364e-07,1.8885583116825e-07,-2.63283217236328e-07,2.66398206412448e-07,-1.60923098006634e-07,1.6019763335612e-07,3.04608027723272e-08,-2.91000466023954e-08,0.000192358790623398,0.000192358790736071,0.000192358738334468,0.000192358738287416,0.000192358739884249,0.000192358740057857,0.000192358775971266,0.000192358775624354,0.000192358765397713,0.000192358764881862,0.000192358736787928,0.000192358736308759,0.000192358769476345,0.000192358769208087,0.000192358772583652,0.00019235877247873,0.000192358742552098,0.000192358741769429,0.000192358772447616,0.000192358772990227
404,-3.12534444454117e-08,2.78880183767242e-08,1.62606070413014e-07,-1.6633735961656e-07,3.11524573860183e-07,-3.14862989252899e-07,-2.70348744925236e-07,2.6916475359864e-07,7.25020292851189e-08,-6.92423945616438e-08,-1.77171483341144e-08,1.90322410912839e-08,-1.81862377767213e-07,1.85228522961413e-07,-2.87796858745717e-08,3.18348462494087e-08,-2.03693376987296e-07,2.02981845599176e-07,2.98757494294763e-08,-2.85411290994927e-08,0.000190502536243659,0.000190502536353101,0.00019050248400683,0.0001905024838627,0.000190502486959269,0.000190502487127899,0.000190502522011623,0.000190502521674658,0.00019050251361868,0.00019050251363296,0.000190502483951724,0.000190502483486293,0.00019050251570292,0.000190502515442353,0.000190502507832292,0.000190502507865774,0.00019050249287136,0.000190502491999522,0.000190502518589001,0.000190502519116054
405,1.08108483105686e-08,-1.42570668502085e-08,1.83764951311263e-07,-1.87585815801622e-07,-1.69191507254311e-07,1.65772948072722e-07,-3.2226436800926e-07,3.21051953346525e-07,1.17336301474646e-07,-1.13998414951877e-07,-1.81424737167771e-08,1.9489137066575e-08,-3.80489988380281e-07,3.83936943299221e-07,-2.94705834939449e-08,3.25990874493728e-08,-1.49147421224166e-07,1.48418809595891e-07,3.09132014397107e-08,-2.95465416840484e-08,0.000192775619342057,0.000192775619457418,0.00019277556681052,0.000192775566554345,0.000192775581446888,0.000192775581235064,0.00019277560701755,0.000192775606846508,0.000192775607678122,0.000192775608104326,0.000192775569188552,0.000192775568706261,0.000192775595651321,0.000192775595642189,0.000192775593934191,0.000192775593968886,0.000192775571225301,0.000192775570883726,0.000192775607203879,0.000192775607598288
406,1.08475801987097e-08,-1.43055082358325e-08,7.82522573138509e-08,-8.20861042442832e-08,-2.24436781255329e-07,2.21006605941415e-07,-3.23359325759589e-07,3.22142791420772e-07,1.1773497492444e-07,-1.143857474621e-07,3.27499161258874e-08,-3.13986772199481e-08,-4.09119497454251e-07,4.1257816619838e-07,-2.95707157646512e-08,3.27098492397183e-08,-1.44244670579819e-08,1.36933800562242e-08,3.10182351091929e-08,-2.96469320746214e-08,0.000193102839147442,0.000193102839263391,0.000193102807324411,0.000193102806732244,0.000193102813742767,0.000193102813316755,0.000193102826760068,0.000193102826588154,0.00019310282742401,0.000193102827852388,0.000193102792480271,0.000193102792106573,0.000193102804479759,0.000193102805011896,0.000193102813609973,0.000193102813644845,0.000193102797997056,0.000193102797639005,0.000193102826947348,0.000193102827343769
407,1.10039652778574e-08,-1.45117449514444e-08,7.93803872802347e-08,-8.32695053277191e-08,-2.2767239291294e-07,2.2419276604949e-07,-3.23921510705315e-07,3.22687437765587e-07,1.97984495436986e-07,-1.94586983807407e-07,3.32220578939975e-08,-3.1851338586007e-08,-4.15017601581002e-07,4.18526132819297e-07,-2.99970243288918e-08,3.31814136397171e-08,7.78318493416788e-08,-7.85734759945287e-08,3.14654122859585e-08,-3.00743395955475e-08,0.000194489802901223,0.000194489803019689,0.000194489770387549,0.000194489769782531,0.0001944897769452,0.000194489776509943,0.000194489788484329,0.000194489788208378,0.000194489796139582,0.000194489796655052,0.000194489755221253,0.000194489754839444,0.000194489767481161,0.000194489768024846,0.000194489776809524,0.000194489776845153,0.000194489759120938,0.000194489759068485,0.000194489790436355,0.000194489790841379
408,-5.35540355401407e-08,4.9984462767519e-08,1.39172301601053e-07,-1.43129930584474e-07,-3.6829993120322e-07,3.64759005858301e-07,-3.29627733024662e-07,3.28371920720633e-07,2.01472203995077e-07,-1.98014841121805e-07,3.38072995924252e-08,-3.24124332632766e-08,-3.40994571979772e-07,3.44564908591104e-07,-5.9288387510076e-08,6.252887369008e-08,7.92029395129061e-08,-7.99576305136339e-08,-1.21279144655302e-08,1.35434928774934e-08,0.000196195399608561,0.000196195399899663,0.000196195363103331,0.000196195362717584,0.000196195377305024,0.000196195376720031,0.000196195385366669,0.000196195385083394,0.000196195393225093,0.000196195393754244,0.000196195351220786,0.000196195350828845,0.000196195375955317,0.000196195376168746,0.000196195374503561,0.000196195374519359,0.00019619535522397,0.000196195355170125,0.00019619537555287,0.000196195375737295
409,-5.15002757921918e-08,4.80675940499091e-08,1.33835146026168e-07,-1.37641002260662e-07,-2.54429976353765e-07,2.51024843584939e-07,-2.27276531068959e-07,2.26068879453106e-07,1.93745887625247e-07,-1.90421112632763e-07,1.77152256609981e-07,-1.75810883822962e-07,-3.27917676749845e-07,3.31351092935028e-07,-5.70147210050584e-08,6.01309363611301e-08,4.7427483658439e-08,-4.81532325958339e-08,-1.12920944158071e-07,1.14282236136165e-07,0.000192396639665553,0.000192396639940071,0.000192396605239982,0.00019239660487621,0.000192396612142978,0.000192396611400961,0.000192396622296848,0.000192396622350778,0.000192396633645743,0.000192396634144749,0.000192396591295521,0.000192396591870776,0.000192396617359806,0.000192396617561077,0.000192396615990755,0.000192396616005653,0.000192396591546024,0.000192396591198316,0.000192396620835863,0.000192396621043713
410,-7.67536922673225e-08,7.35096761921565e-08,7.67922837254961e-08,-8.03889644765753e-08,-4.77872151830874e-08,4.45692351162325e-08,5.53475309925364e-08,-5.64888087341273e-08,1.83097337950536e-07,-1.79955298098904e-07,3.63204935147782e-09,-2.3643998166536e-09,-3.09894861592692e-07,3.13139571455163e-07,-1.66166436629954e-07,1.69111379714297e-07,1.98888302218484e-09,-2.67474400937336e-09,-1.05802532118737e-07,1.07089005407346e-07,0.000187034713596117,0.000187034713997061,0.00018703468494091,0.000187034684679223,0.000187034689149095,0.000187034688169567,0.000187034698551592,0.000187034698980647,0.000187034712977565,0.000187034713436002,0.000187034679653771,0.00018703468048952,0.000187034698015653,0.000187034698200561,0.00018703469657169,0.000187034696659227,0.000187034666598376,0.00018703466630232,0.000187034695401136,0.000187034695889743
411,-9.21817816616703e-08,8.88480490549732e-08,1.37256369633727e-07,-1.40952519995898e-07,-1.24167735691953e-08,9.10979746537618e-09,5.68782126276276e-08,-5.80510536469462e-08,1.88161048056834e-07,-1.8493211236046e-07,-1.97691755652017e-08,2.10718831818702e-08,-3.93918385715828e-07,3.97252831966452e-07,-1.70761906700187e-07,1.7378829476426e-07,2.12049951615777e-08,-2.19098244136211e-08,-1.14163652179731e-07,1.15485703896042e-07,0.000189603379617931,0.000189603379888526,0.000189603354245686,0.000189603354011211,0.000189603355382749,0.000189603354279927,0.000189603364374806,0.000189603364821783,0.000189603379403342,0.000189603379880927,0.000189603339613753,0.00018960334052112,0.000189603355353712,0.000189603355764991,0.000189603362312206,0.000189603362403399,0.000189603326361742,0.000189603326193484,0.000189603358848635,0.000189603359304458
412,-9.22532084248906e-08,8.89168931025224e-08,-2.6260565484814e-07,2.58906638949753e-07,-1.2426394500379e-08,9.116856412996e-09,2.85254127248042e-08,-2.96991619095041e-08,1.88306844724948e-07,-1.85075406649089e-07,-1.97844934467486e-08,2.10882109020285e-08,-3.30140025579791e-07,3.33477053738683e-07,-1.16523348308044e-07,1.19552081589969e-07,9.872262693673e-08,-9.94280018799476e-08,-1.72948013963647e-07,1.74271090427746e-07,0.000189676822507849,0.000189676822778758,0.000189676785795817,0.000189676785193587,0.000189676798244493,0.000189676797140389,0.000189676807004547,0.000189676807303773,0.00018967682229301,0.000189676822771151,0.000189676782457166,0.000189676783365587,0.000189676800160662,0.000189676800015095,0.00018967680197888,0.00018967680193711,0.000189676775301285,0.000189676775251321,0.000189676780236629,0.000189676780494801
413,-1.56904958964453e-07,1.51230516383665e-07,-4.46641443383307e-07,4.40350113151325e-07,-6.3611763553398e-07,6.3048872339776e-07,-4.20186018009859e-07,4.18189694174411e-07,3.20273708195723e-07,-3.14777640647582e-07,-5.1301919502486e-08,5.35192991859906e-08,-5.61504450762553e-07,5.67180107669519e-07,-1.92332989890001e-07,1.97484296995134e-07,-7.29227797179105e-08,7.17230708146217e-08,-2.281677323863e-07,2.30418038830281e-07,0.000247367199265815,0.000247367199866724,0.000247367117834643,0.000247367116498829,0.000247367142915524,0.000247367140475462,0.000247367149524284,0.000247367149876751,0.000247367198789279,0.000247367199849849,0.000247367125435318,0.000247367127926191,0.000247367149697379,0.000247367149374497,0.000247367119481341,0.000247367120131103,0.000247367100549583,0.000247367100551657,0.000247367106654044,0.000247367107871987
414,-3.56150440360944e-07,3.36141890602823e-07,-1.98577918914138e-06,1.96359536010743e-06,-3.45335057765461e-06,3.4335025004036e-06,-1.48158652127679e-06,1.47454733872573e-06,4.2093543978072e-07,-4.01555841887241e-07,-1.80891607402876e-07,1.88710298950094e-07,-1.44660593287762e-06,1.46661878372841e-06,-6.78169958699719e-07,6.96333926452163e-07,4.77056808387346e-08,-5.19359431105794e-08,-1.79011647361616e-06,1.79805126643822e-06,0.000464501131886359,0.000464501134688751,0.000464500661747304,0.000464500650393349,0.000464500722622119,0.000464500714918626,0.000464500878900065,0.000464500881233805,0.000464501029563284,0.000464501043598189,0.000464500719406058,0.000464500735898497,0.000464500778595189,0.000464500776240465,0.000464500679984717,0.000464500684286887,0.000464500626501069,0.000464500630058405,0.000464500747519351,0.000464500749601073
415,-2.29763054772145e-08,1.9367744804556e-08,-3.58144203353802e-07,3.54143344491305e-07,-3.3797127656683e-07,3.34391677147902e-07,-6.74332769997333e-08,6.6163749673489e-08,7.59173734724697e-08,-7.24222476181057e-08,-3.26246193001208e-08,3.4034721385172e-08,-3.49785732682238e-07,3.53395063973699e-07,-2.61939505235581e-08,2.94698306994342e-08,4.25808521954135e-10,-1.1887422459831e-09,-3.22855402227283e-07,3.24286442824888e-07,0.00019726394495546,0.000197263944773051,0.000197263893646602,0.000197263892776979,0.000197263911488007,0.000197263911055451,0.000197263905041661,0.000197263905191861,0.000197263921818927,0.000197263922893888,0.000197263898062917,0.000197263899326106,0.000197263906838834,0.000197263906501968,0.000197263896426848,0.000197263896785556,0.00019726390996792,0.000197263909900417,0.000197263900216204,0.000197263900375647
416,-2.27302753709188e-08,1.91603550067495e-08,-3.27341636027441e-07,3.23383618221644e-07,-3.34352284141337e-07,3.30811014927987e-07,-6.67112024607597e-08,6.54552689948449e-08,7.51044507246322e-08,-7.16467510641921e-08,-1.6825159361851e-07,1.69646598126798e-07,-3.0165939640419e-07,3.05230080130337e-07,-9.87392507360249e-08,1.01980052492398e-07,-5.22284737189228e-08,5.14737091829094e-08,-3.10696413052981e-07,3.12112128786979e-07,0.00019620494986544,0.000196204949685953,0.000196204901935011,0.000196204901000339,0.000196204916934099,0.000196204916508472,0.000196204910591016,0.00019620491073881,0.000196204927099529,0.00019620492815727,0.000196204899911243,0.000196204901388614,0.000196204907468332,0.000196204907586233,0.000196204902701554,0.000196204902890277,0.000196204914095947,0.000196204913997721,0.000196204893258172,0.000196204893120563
417,-2.28162675566707e-08,1.92328413481045e-08,-6.69654222982969e-08,6.29924332413889e-08,-3.13716904712275e-07,3.10162238632756e-07,-1.661402372397e-07,1.64879552644607e-07,2.82249076310496e-08,-2.47541265914356e-08,-1.68888114088347e-07,1.70288395882912e-07,-4.49645748770873e-07,4.53229938860139e-07,-7.46981741550952e-08,7.79512360273387e-08,-5.24260618469916e-08,5.16684416602665e-08,-3.04601184764384e-07,3.06022256095508e-07,0.000196575736510426,0.000196575736329919,0.000196575689432888,0.000196575689005391,0.000196575704362033,0.00019657570409035,0.000196575710320931,0.000196575710692212,0.000196575717536666,0.000196575718292404,0.000196575686272485,0.000196575687758247,0.00019657569462337,0.000196575694297482,0.000196575683742176,0.000196575683846529,0.000196575700537759,0.000196575700438975,0.000196575676122357,0.000196575675970524
418,7.6271424161516e-08,-8.18466582349365e-08,-1.0418716607789e-07,9.8005834621269e-08,-4.44171276052668e-07,4.38640785560812e-07,-2.58486886278e-07,2.56525464765117e-07,-2.33728692585282e-07,2.3912867058777e-07,-6.06416305191403e-08,6.28202409699242e-08,-6.99574699717831e-07,7.05151121526484e-07,-1.1016683391827e-07,1.15228074700409e-07,-1.36637136928028e-07,1.35458401672091e-07,-5.97986551646949e-07,6.00197513393603e-07,0.000245195241551431,0.000245195241563395,0.000245195145291631,0.000245195144462009,0.000245195184311951,0.000245195183245664,0.00024519518582782,0.000245195186548345,0.000245195181985259,0.000245195182404725,0.000245195121416596,0.000245195123623976,0.00024519515536449,0.000245195154732058,0.000245195134361495,0.000245195134373438,0.000245195162620501,0.000245195162145061,0.000245195135610546,0.000245195136124669
419,3.89486944773201e-08,-4.67751940180517e-08,5.47738616580046e-08,-6.34511980043528e-08,-6.23524785460865e-07,6.15761094587226e-07,-1.23353801710936e-06,1.23078459576567e-06,8.20871324801639e-08,-7.45066621653802e-08,-8.51282917816098e-08,8.81866176267891e-08,-7.92758939407428e-07,8.00587104011851e-07,-1.5465143151549e-07,1.61756384971932e-07,-1.91810308138389e-07,1.90155600727915e-07,-8.39449396543309e-07,8.42553137837361e-07,0.000290511923817452,0.000290511923621681,0.00029051178827671,0.000290511788080841,0.000290511836799218,0.000290511835025723,0.00029051183879302,0.000290511841224764,0.000290511840866981,0.000290511841503089,0.000290511732189258,0.000290511735860665,0.000290511784919225,0.000290511784265052,0.000290511753719706,0.00029051175373957,0.000290511800721161,0.000290511799930389,0.000290511755797173,0.000290511756652285
420,3.0988237746033e-08,-3.72151205730118e-08,4.35790236984357e-08,-5.04828454467215e-08,-3.55992670685311e-07,3.4981576060351e-07,-5.91841025223824e-07,5.89650352646755e-07,6.53099048364215e-08,-5.92787641713714e-08,-6.77295298530602e-08,7.01627820477492e-08,-6.30732513128588e-07,6.36960723727125e-07,-5.34581017613409e-07,5.40233825323753e-07,-3.49047484167164e-07,3.47730975252294e-07,-6.67880286049438e-07,6.70349671029822e-07,0.000259128835297663,0.00025912883515873,0.000259128739108526,0.000259128738969525,0.000259128779634052,0.000259128777860678,0.000259128785301652,0.000259128786881321,0.000259128776430248,0.000259128776881674,0.000259128699304954,0.000259128701910436,0.000259128736725821,0.000259128736261575,0.00025912870898107,0.000259128707940321,0.000259128751335929,0.000259128751274031,0.00025912871605878,0.000259128716665626
421,1.78366693583005e-08,-2.14208202775474e-08,7.74334797476299e-08,-8.14072719635283e-08,-2.04907554171483e-07,2.01352168412293e-07,-1.89369464211848e-07,1.88108525124432e-07,2.53241178792062e-07,-2.49769695820541e-07,-2.1705375136593e-09,3.57110048570796e-09,6.52259227571527e-08,-6.16410057356224e-08,-3.17863173853497e-07,3.21116892342382e-07,-2.0090998110708e-07,2.00152207954381e-07,-4.12999943042703e-07,4.14421302723169e-07,0.000196595623881943,0.000196595623821272,0.000196595592423759,0.000196595592241347,0.00019659559957407,0.000196595598799653,0.000196595602981291,0.000196595603445045,0.000196595592951678,0.00019659559331136,0.000196595554615642,0.000196595556539698,0.000196595578133566,0.000196595578383578,0.000196595569457323,0.000196595568874134,0.000196595587216491,0.000196595587189461,0.000196595578389279,0.000196595578385749
