"bin","initial","conv","fn1","fn0","lrt","beta","sigma2","xi","tau_k"
496,1,0,7664.63738106045,7664.63736755657,-2.70077653112821e-05,0.000546766016914882,1.06925607634174,3.32054141791796e-08,3.55050908785321e-08
497,1,0,7664.63738072764,7664.63736755657,-2.6342144337832e-05,0.000546762434057213,1.0692560760018,3.33375327171156e-08,3.56463594166846e-08
498,1,0,7664.63738115792,7664.63736755657,-2.72026918537449e-05,0.000546764366875528,1.06925607676494,3.30394464743849e-08,3.53276289156861e-08
499,1,0,7664.63738196947,7664.63736755657,-2.88257997453911e-05,0.000546765351549697,1.06925607765082,3.25476305839885e-08,3.48017518150635e-08
500,1,0,7664.63738188133,7664.63736755657,-2.86495214822935e-05,0.000546767427048566,1.06925607745485,3.26021522688662e-08,3.48600494515936e-08
501,1,0,7664.63738260478,7664.63736755657,-3.009641841345e-05,0.000546764936509121,1.06925607874124,3.22130426713057e-08,3.44439916910445e-08
502,1,0,7664.63737970604,7664.63736755657,-2.42989426624263e-05,0.00054676776276394,1.06925607481667,3.40721032673195e-08,3.64318034003623e-08
503,1,0,7664.63738159373,7664.63736755657,-2.80743188341148e-05,0.000546772155010942,1.06925607774497,3.27856919912303e-08,3.50563004246975e-08
504,1,0,7664.63738217761,7664.63736755657,-2.92420718324138e-05,0.000546771688665163,1.0692560787412,3.24220842366102e-08,3.46675106554545e-08
505,1,0,7664.63738199751,7664.63736755657,-2.88818828266812e-05,0.000546769535866226,1.06925607866713,3.25298738861355e-08,3.47827653910254e-08
506,1,0,7664.63738227114,7664.63736755657,-2.94291403406532e-05,0.000546769251221832,1.06925607910243,3.23706033694324e-08,3.46124644369793e-08
507,1,0,7664.63738249197,7664.63736755657,-2.98707964248024e-05,0.000546769494431797,1.06925607949963,3.2253068188267e-08,3.44867892428207e-08
508,1,0,7664.63737867344,7664.63736755657,-2.22337457671529e-05,0.000546768308266375,1.06925607359883,3.49015085989483e-08,3.73186500471871e-08
509,1,0,7664.63737967296,7664.63736755657,-2.42327732848935e-05,0.000546767586273209,1.06925607511003,3.4081227542599e-08,3.64415595971312e-08
510,1,0,7664.63737829386,7664.63736755657,-2.1474572349689e-05,0.000546769330763597,1.06925607299616,3.51609604425016e-08,3.75960704855225e-08
511,1,0,7664.63737681399,7664.63736755657,-1.85148273885716e-05,0.000546774080363074,1.06925604911382,7.32758447984379e-08,7.83506403046553e-08
512,1,0,7664.63737807109,7664.63736755657,-2.10290418181103e-05,0.000546779660087569,1.06925605372333,6.75091762678454e-08,7.2184595406269e-08
513,1,0,7664.63738097041,7664.63736755657,-2.68276835413417e-05,0.000546779105522543,1.0692560634572,5.73623268891507e-08,6.13350158402381e-08
514,1,0,7664.63737829273,7664.63736755657,-2.14723131648498e-05,0.000546773968625155,1.06925607371139,3.50181539253498e-08,3.74433737748406e-08
515,1,0,7664.63738224043,7664.63736755657,-2.93677258014213e-05,0.000546772703039114,1.06925607954413,3.23935488802995e-08,3.46369990782703e-08
516,1,0,7664.63738303077,7664.63736755657,-3.09483912133146e-05,0.000546771225774701,1.06925608058371,3.19356796445244e-08,3.41474196474812e-08
517,1,0,7664.63738180897,7664.63736755657,-2.85048045043368e-05,0.000546773087465112,1.06925607884358,3.26356480247597e-08,3.48958650374739e-08
518,1,0,7664.63737853448,7664.63736755657,-2.19558078242699e-05,0.000546778647020836,1.06925607415896,3.48470409679864e-08,3.72604102214856e-08
519,1,0,7664.63737855259,7664.63736755657,-2.19920384552097e-05,0.00054677893279763,1.06925607402614,3.48210845330798e-08,3.72326561411732e-08
520,1,0,7664.63737891952,7664.63736755657,-2.27258988161338e-05,0.000546778273074213,1.06925607453758,3.45457893297938e-08,3.69382950905777e-08
521,1,0,7664.63737849921,7664.63736755657,-2.18852692341898e-05,0.000546773724677168,1.06925607361712,3.49052434460171e-08,3.73226435557381e-08
522,1,0,7664.63737802347,7664.63736755657,-2.09337958949618e-05,0.000546773958688795,1.06925607301404,3.52630123974511e-08,3.77051901587441e-08
523,1,0,7664.63737984129,7664.63736755657,-2.45694263867335e-05,0.000546774076401477,1.0692560758007,3.38845522029144e-08,3.62312633187523e-08
524,1,0,7664.63738004079,7664.63736755657,-2.49684417212848e-05,0.000546769941212465,1.06925607592205,3.37452851681632e-08,3.60823511997807e-08
525,1,0,7664.63738082632,7664.63736755657,-2.65394919551909e-05,0.000546770700144354,1.06925607701389,3.32324789931403e-08,3.55340301176517e-08
526,1,0,7664.63737917048,7664.63736755657,-2.3227807105286e-05,0.000546772281036097,1.06925607411182,3.44365775146273e-08,3.68215196791376e-08
527,1,0,7664.63738109651,7664.63736755657,-2.70798846031539e-05,0.000546769957760575,1.06925607685379,3.3102829745633e-08,3.53954018665745e-08
528,1,0,7664.63737920313,7664.63736755657,-2.3293116100831e-05,0.000546769275046916,1.06925607373718,3.44094502814066e-08,3.67925137073517e-08
529,1,0,7664.63737748215,7664.63736755657,-1.9851158867823e-05,0.00054677302597759,1.06925607049559,3.58830598992282e-08,3.83681796252067e-08
530,1,0,7664.63738131532,7664.63736755657,-2.75174916168908e-05,0.000546771947194277,1.06925606117779,5.64895587465234e-08,6.04018030829789e-08
531,1,0,7664.63737753258,7664.63736755657,-1.9952023649239e-05,0.000546771703628579,1.0692560703721,3.5904961643358e-08,3.8391598193638e-08
532,1,0,7664.63738030079,7664.63736755657,-2.54884325840976e-05,0.000546772452137523,1.06925607496371,3.36736210121974e-08,3.60057238333179e-08
533,1,0,7664.63738017362,7664.63736755657,-2.5234088752768e-05,0.000546770540975383,1.06925607452851,3.38164426912778e-08,3.61584367665942e-08
534,1,0,7664.63737952785,7664.63736755657,-2.39425498875789e-05,0.000546771365342171,1.06925607385902,3.41661792921222e-08,3.65323947286579e-08
535,1,0,7664.63737774935,7664.63736755657,-2.03855488507543e-05,0.000546770488115979,1.06925607136962,3.54889200665464e-08,3.79467432475059e-08
536,1,0,7664.63738019944,7664.63736755657,-2.52857371378923e-05,0.000546768232997864,1.06925607552111,3.36205008966145e-08,3.59489248457679e-08
537,1,0,7664.637379241,7664.63736755657,-2.33688479056582e-05,0.00054676875984539,1.06925607402431,3.43017528539197e-08,3.66773575887342e-08
538,1,0,7664.63737902835,7664.63736755657,-2.29435609071516e-05,0.000546771179245112,1.06925605444576,6.39852397048073e-08,6.84166049495283e-08
539,1,0,7664.6373778711,7664.63736755657,-2.0629056962207e-05,0.000546771383367417,1.06925607141307,3.53938486025031e-08,3.78450875089016e-08
540,1,0,7664.63738087546,7664.63736755657,-2.66377664956963e-05,0.000546780097272207,1.0692560602683,5.76822219361264e-08,6.16770653749444e-08
541,1,0,7664.63737844222,7664.63736755657,-2.17713040910894e-05,0.0005467748847459,1.06925607193316,3.5049111565574e-08,3.74764753573527e-08
542,1,0,7664.6373786071,7664.63736755657,-2.21010486711748e-05,0.000546774933988693,1.06925607239577,3.49096219649499e-08,3.73273252710633e-08
543,1,0,7664.63738170299,7664.63736755657,-2.82928413071204e-05,0.000546774116417973,1.06925606256306,5.52194312370924e-08,5.90437116215451e-08
544,1,0,7664.63738009601,7664.63736755657,-2.50788762059528e-05,0.000546771896376582,1.06925607425351,3.37737300972762e-08,3.61127660567112e-08
545,1,0,7664.63738326561,7664.63736755657,-3.14180742861936e-05,0.00054677055221067,1.06925607921625,3.1812805078815e-08,3.40160352274443e-08
546,1,0,7664.63738323536,7664.63736755657,-3.13575692416634e-05,0.000546772295325335,1.0692560787642,3.18420344671739e-08,3.40472889142449e-08
547,1,0,7664.63738255622,7664.63736755657,-2.99993043881841e-05,0.000546765824028152,1.06925607761834,3.22673996156145e-08,3.45021131479355e-08
548,1,0,7664.63738070061,7664.63736755657,-2.62880803347798e-05,0.000546771348075444,1.06925607481414,3.34894644131597e-08,3.5808813266043e-08
549,1,0,7664.63737791065,7664.63736755657,-2.07081502594519e-05,0.000546769937340409,1.06925607068753,3.55483989011193e-08,3.80103413282436e-08
550,1,0,7664.6373811765,7664.63736755657,-2.72398629022064e-05,0.000546770130854731,1.06925605993663,5.69588962206101e-08,6.09036449511889e-08
551,1,0,7664.63737747128,7664.63736755657,-1.98294183064718e-05,0.000546769397881992,1.06925606973617,3.59540775379642e-08,3.84441156392331e-08
552,1,0,7664.63737801286,7664.63736755657,-2.09125701076118e-05,0.000546763704625217,1.06925607060666,3.53642476620462e-08,3.78134364950802e-08
553,1,0,7664.63738146745,7664.63736755657,-2.78217630693689e-05,0.000546757330189662,1.06925606095001,5.5939241795548e-08,5.9813373334838e-08
554,1,0,7664.63737964516,7664.63736755657,-2.41771758737741e-05,0.000546754382605425,1.06925605515348,6.20403220484648e-08,6.6336990013993e-08
555,1,0,7664.63737925375,7664.63736755657,-2.33943646890111e-05,0.000546759294002514,1.069256053496,6.3678921800382e-08,6.8089072615157e-08
556,1,0,7664.63738203933,7664.63736755657,-2.89655254164245e-05,0.000546740677140175,1.06925598016705,1.77267036602718e-07,1.89543838973947e-07
557,1,0,7664.63737776403,7664.63736755657,-2.04149255296215e-05,0.000546758685665643,1.06925604705641,6.98360850052243e-08,7.46726561945818e-08
558,1,0,7664.63738074657,7664.63736755657,-2.63800047832774e-05,0.000546766375933261,1.06925605729756,5.86057074494124e-08,6.26645076824931e-08
559,1,0,7664.63737766939,7664.63736755657,-2.02256414922886e-05,0.000546748226553617,1.06925604540715,7.09156351242667e-08,7.582697157051e-08
560,1,0,7664.63738006223,7664.63736755657,-2.50113116635475e-05,0.000546757616254956,1.0692560548784,6.11735981032897e-08,6.54102401706403e-08
561,1,0,7664.63737638221,7664.63736755657,-1.76512821781216e-05,0.000546747523884051,1.06925603916212,7.87987617905966e-08,8.4256051923093e-08
562,1,0,7664.63738023242,7664.63736755657,-2.53516991506331e-05,0.000546758173120646,1.06925607354234,3.38350386099766e-08,3.6178320532257e-08
563,1,0,7664.63738258696,7664.63736755657,-3.00607662211405e-05,0.000546761894470246,1.06925607704158,3.23019280698348e-08,3.45390328888308e-08
564,1,0,7664.63738213404,7664.63736755657,-2.91549440589733e-05,0.000546763587465557,1.0692560766098,3.25582403587266e-08,3.48130963472908e-08
565,1,0,7664.63738045304,7664.63736755657,-2.57929386862088e-05,0.000546766648923038,1.06925607439493,3.3651438534474e-08,3.59820050651139e-08
566,1,0,7664.63738021521,7664.63736755657,-2.5317283871118e-05,0.000546765387133454,1.06925607405616,3.38210756818063e-08,3.61633906038845e-08
567,1,0,7664.63738129947,7664.63736755657,-2.7485804821481e-05,0.000546764789274009,1.06925607572353,3.3076350639547e-08,3.53670888840973e-08
568,1,0,7664.63738052369,7664.63736755657,-2.59342268691398e-05,0.000546769392440317,1.06925607474996,3.36902243822774e-08,3.60234770804395e-08
569,1,0,7664.63738070874,7664.63736755657,-2.63043348240899e-05,0.000546770300308173,1.06925607517819,3.343526297932e-08,3.57508580658185e-08
570,1,0,7664.63737997141,7664.63736755657,-2.48296819336247e-05,0.000546772758041002,1.06925607378782,3.39946293495599e-08,3.63489639081827e-08
571,1,0,7664.63738011076,7664.63736755657,-2.51083802140784e-05,0.000546774956575001,1.06925607398375,3.39216225495319e-08,3.62709009504712e-08
572,1,0,7664.63737795171,7664.63736755657,-2.07902667170856e-05,0.000546790640945093,1.06925604733229,7.09875221613172e-08,7.59038373561234e-08
573,1,0,7664.6373827427,7664.63736755657,-3.03722608805401e-05,0.000546820583992123,1.06925597820653,1.8297910489745e-07,1.95651501798478e-07
574,1,0,7664.63737847388,7664.63736755657,-2.18346158362692e-05,0.000546771385145602,1.06925607149072,3.52869603608103e-08,3.77307966102487e-08
575,1,0,7664.63738292067,7664.63736755657,-3.07281934510684e-05,0.000546768487806508,1.06925607848716,3.20278575683206e-08,3.42459813858477e-08
576,1,0,7664.63738382639,7664.63736755657,-3.25396304106107e-05,0.000546768018093901,1.06925607986685,3.1516377238298e-08,3.36990779774272e-08
577,1,0,7664.63738335226,7664.63736755657,-3.15913803206058e-05,0.000546769481129802,1.06925607928995,3.17772814782055e-08,3.39780514038791e-08
578,1,0,7664.63738280321,7664.63736755657,-3.0493269150611e-05,0.000546769115262007,1.06925607850844,3.20962412873767e-08,3.4319101093801e-08
579,1,0,7664.6373815395,7664.63736755657,-2.79658488580026e-05,0.000546766523399486,1.06925607638323,3.28734326314581e-08,3.51501175927613e-08
580,1,0,7664.6373785661,7664.63736755657,-2.20190540858312e-05,0.000546762030069551,1.06925607145523,3.50456504268421e-08,3.74727744969986e-08
581,1,0,7664.63737699797,7664.63736755657,-1.88828053069301e-05,0.000546767889035738,1.06925606829861,3.66045521104939e-08,3.91396394714984e-08
582,1,0,7664.63737928005,7664.63736755657,-2.34469625866041e-05,0.00054677134699705,1.06925607219528,3.45131179775005e-08,3.69033609678346e-08
583,1,0,7664.63738172976,7664.63736755657,-2.83463832602138e-05,0.000546774389148271,1.06925606059812,5.55367323312481e-08,5.93829876310025e-08
584,1,0,7664.63737761379,7664.63736755657,-2.0114433937124e-05,0.000546769837941254,1.06925604379799,7.27060840970972e-08,7.77414198417063e-08
585,1,0,7664.637377184,7664.63736755657,-1.92548650375102e-05,0.000546762439292584,1.0692560679066,3.64725887594787e-08,3.89985368433348e-08
586,1,0,7664.63738296756,7664.63736755657,-3.08219823637046e-05,0.000546764998862331,1.0692560769596,3.20352879048325e-08,3.42539262693925e-08
587,1,0,7664.63738445156,7664.63736755657,-3.37899728037883e-05,0.000546765385199909,1.06925607927928,3.11894490473827e-08,3.33495080032853e-08
588,1,0,7664.6373760918,7664.63736755657,-1.70704606716754e-05,0.000546767075178328,1.06925608106548,1.55519509373856e-08,1.66290181122315e-08
589,1,0,7664.63738328496,7664.63736755657,-3.14567860186798e-05,0.000546771536883973,1.06925607717103,3.1831344416116e-08,3.4035858461456e-08
590,1,0,7664.63738065237,7664.63736755657,-2.61915938608581e-05,0.00054676901125169,1.06925607301905,3.35396929986115e-08,3.58625204259599e-08
591,1,0,7664.63737735047,7664.63736755657,-1.95878037629882e-05,0.000546769337516778,1.06925606671764,3.67621675752057e-08,3.93081707054791e-08
592,1,0,7664.63737871491,7664.63736755657,-2.23166807700181e-05,0.000546766862286082,1.06925604471319,6.84600474977752e-08,7.32013196083482e-08
593,1,0,7664.63738153286,7664.63736755657,-2.79525829682825e-05,0.000546777124317041,1.06925605497915,5.72723187051367e-08,6.1238773558163e-08
594,1,0,7664.63737939976,7664.63736755657,-2.36863688769517e-05,0.00054680645306344,1.06925584604932,3.29688668100073e-07,3.52521535742215e-07
595,1,0,7664.6373787004,7664.63736755657,-2.22876587940846e-05,0.000546767093608401,1.06925606701923,3.60625047123556e-08,3.85600519555959e-08
596,1,0,7664.63738012792,7664.63736755657,-2.51426990871551e-05,0.000546764551024818,1.06925606960261,3.44445204913389e-08,3.68300125999156e-08
597,1,0,7664.63738104635,7664.63736755657,-2.69795582426013e-05,0.00054677170148308,1.06925607055395,3.37753107951017e-08,3.61144561025088e-08
598,1,0,7664.63738352694,7664.63736755657,-3.19407390634296e-05,0.000546772994307683,1.06925607425447,3.19388072108348e-08,3.41507636146277e-08
599,1,0,7664.637384262,7664.63736755657,-3.34108590323012e-05,0.000546773168305956,1.06925607514757,3.15028429200979e-08,3.36846061767342e-08
600,1,0,7664.63738450863,7664.63736755657,-3.39041071129031e-05,0.000546772009874651,1.06925607484533,3.14169793220699e-08,3.35927959934132e-08
601,1,0,7664.6373766923,7664.63736755657,-1.82714647962712e-05,0.000546764653542211,1.06925607947304,1.52927005430593e-08,1.63518130272268e-08
602,1,0,7664.6373772658,7664.63736755657,-1.94184649444651e-05,0.000546764777937527,1.06925608059794,1.4975069801792e-08,1.60121844429447e-08
603,1,0,7664.63737621107,7664.63736755657,-1.73089974850882e-05,0.000546767033361609,1.06925607940798,1.55080919864836e-08,1.65821216365658e-08
604,1,0,7664.63738354222,7664.63736755657,-3.1971301723388e-05,0.000546767370013382,1.0692560746881,3.17688826372218e-08,3.39690707459028e-08
605,1,0,7664.6373836137,7664.63736755657,-3.21142561006127e-05,0.000546768772639408,1.06925607538119,3.17249850939534e-08,3.39221330530875e-08
606,1,0,7664.63738421277,7664.63736755657,-3.33123880409403e-05,0.000546767520890113,1.06925607687274,3.13303274655391e-08,3.35001430329405e-08
607,1,0,7664.63738331619,7664.63736755657,-3.15192446578294e-05,0.000546768271194242,1.06925607579804,3.18492516167964e-08,3.405500580088e-08
608,1,0,7664.63738288906,7664.63736755657,-3.06649708363693e-05,0.000546769066123911,1.06925607548017,3.21010640301148e-08,3.43242577435783e-08
609,1,0,7664.63738251337,7664.63736755657,-2.99135881505208e-05,0.000546769898703117,1.06925607534229,3.2315421396255e-08,3.4553460655192e-08
610,1,0,7664.63738365688,7664.63736755657,-3.22006162605248e-05,0.000546765995780705,1.0692560777096,3.16078975253541e-08,3.37969365326071e-08
611,1,0,7664.63738362277,7664.63736755657,-3.21323968819343e-05,0.000546769963801213,1.06925607810365,3.16579192157726e-08,3.38504225415793e-08
612,1,0,7664.63738334721,7664.63736755657,-3.15812831104267e-05,0.000546770479126195,1.06925607785635,3.17930024887104e-08,3.39948611443556e-08
613,1,0,7664.63737928252,7664.63736755657,-2.34518902288983e-05,0.000546770507850591,1.06925607195018,3.46070354522382e-08,3.70037827895008e-08
614,1,0,7664.63737970718,7664.63736755657,-2.43012073042337e-05,0.000546771418258968,1.06925607276385,3.42576428770133e-08,3.66301926848217e-08
615,1,0,7664.63738079219,7664.63736755657,-2.64712343778228e-05,0.000546770636133098,1.06925607460357,3.34670654677252e-08,3.57848630505206e-08
616,1,0,7664.63737897917,7664.63736755657,-2.28451917791972e-05,0.000546771884975389,1.06925607188571,3.4837911356887e-08,3.72506482501676e-08
617,1,0,7664.6373828309,7664.63736755657,-3.05486591969384e-05,0.000546768242286483,1.06925607778009,3.21211489554036e-08,3.43457337458448e-08
618,1,0,7664.63738207369,7664.63736755657,-2.9034226827207e-05,0.000546771419661333,1.06925607702015,3.25520220303128e-08,3.48064473752059e-08
619,1,0,7664.63738044565,7664.63736755657,-2.57781630352838e-05,0.000546770907968917,1.06925607471745,3.36545659377702e-08,3.59853490709396e-08
620,1,0,7664.63738017996,7664.63736755657,-2.52467707468895e-05,0.000546772186623009,1.06925607446864,3.38358052760956e-08,3.61791403260034e-08
621,1,0,7664.63738007054,7664.63736755657,-2.50279263127595e-05,0.000546767962196448,1.06925607445368,3.38812471248535e-08,3.62277292983158e-08
622,1,0,7664.63737870904,7664.63736755657,-2.23049319174606e-05,0.000546769083992756,1.06925607245584,3.49084343681069e-08,3.73260554280245e-08
623,1,0,7664.63737876964,7664.63736755657,-2.24261439143447e-05,0.000546771923991344,1.06925607271774,3.47808402733122e-08,3.71896246764649e-08
624,1,0,7664.63737829938,7664.63736755657,-2.14856136153685e-05,0.000546769774517027,1.0692560720476,3.51679899666815e-08,3.76035868135834e-08
625,1,0,7664.63738143633,7664.63736755657,-2.77595245279372e-05,0.000546770093037026,1.06925607696454,3.28774899299001e-08,3.51544559028861e-08
626,1,0,7664.63738120563,7664.63736755657,-2.72981160378549e-05,0.000546770031818455,1.0692560763326,3.30330731369098e-08,3.532081417158e-08
627,1,0,7664.63737945296,7664.63736755657,-2.37927706621122e-05,0.000546768692889311,1.06925607363244,3.42692151421398e-08,3.66425664293497e-08
628,1,0,7664.6373805742,7664.63736755657,-2.60352462646551e-05,0.000546770375353281,1.06925607562441,3.34808563849543e-08,3.57996091067206e-08
629,1,0,7664.63738224914,7664.63736755657,-2.93851317110239e-05,0.000546773175932242,1.06925607825409,3.2402778715616e-08,3.46468680939948e-08
630,1,0,7664.63738058649,7664.63736755657,-2.60598299064441e-05,0.000546773179011712,1.06925607592183,3.34164812601756e-08,3.57307756233707e-08
631,1,0,7664.63737837734,7664.63736755657,-2.16415373870404e-05,0.000546772899741024,1.06925607255176,3.50288543182798e-08,3.74548151943516e-08
632,1,0,7664.63737988531,7664.63736755657,-2.4657469111844e-05,0.000546773452137244,1.0692560747887,3.38820908102581e-08,3.6228631425411e-08
633,1,0,7664.63737978645,7664.63736755657,-2.4459755877615e-05,0.000546772081431982,1.06925607452945,3.39705377930936e-08,3.63232038902977e-08
634,1,0,7664.63738006448,7664.63736755657,-2.50158136623213e-05,0.000546770954868124,1.06925607504449,3.37721568236874e-08,3.61110838510829e-08
635,1,0,7664.63737738037,7664.63736755657,-1.96476030396298e-05,0.000546775950171999,1.06925607071547,3.60025971825141e-08,3.8495995598927e-08
636,1,0,7664.63737775276,7664.63736755657,-2.03923773369752e-05,0.000546848137602619,1.06925593401866,2.50570368755702e-07,2.67923853681277e-07
637,1,0,7664.63737890007,7664.63736755657,-2.2686999727739e-05,0.000546805853042487,1.06925595351227,2.25300943632314e-07,2.40904375310784e-07
638,1,0,7664.63738019797,7664.63736755657,-2.52827903750585e-05,0.000546785382808565,1.06925605826312,6.05562485606629e-08,6.47501356391759e-08
639,1,0,7664.63737829801,7664.63736755657,-2.14828669413691e-05,0.000546779948372487,1.06925607212668,3.53315539480009e-08,3.77784785965713e-08
640,1,0,7664.6373787368,7664.63736755657,-2.23604565690039e-05,0.000546782391262956,1.06925605315911,6.63910604800305e-08,7.09890432939254e-08
641,1,0,7664.63738113006,7664.63736755657,-2.71469834842719e-05,0.000546777702943189,1.06925606124477,5.73801293078854e-08,6.13540510574654e-08
642,1,0,7664.63737880881,7664.63736755657,-2.25044732360402e-05,0.000546772866889684,1.06925607298104,3.48801040505969e-08,3.72957630823112e-08
643,1,0,7664.63738130458,7664.63736755657,-2.74960129900137e-05,0.000546778404066493,1.06925606127723,5.69339771284097e-08,6.08770001371711e-08
644,1,0,7664.63737752489,7664.63736755657,-1.99366404558532e-05,0.000546776490172374,1.06925607058403,3.60609856128735e-08,3.85584277778084e-08
645,1,0,7664.63737839493,7664.63736755657,-2.16767239180626e-05,0.000546775504824669,1.06925607209466,3.52060252148007e-08,3.76442562352435e-08
646,1,0,7664.63737718968,7664.63736755657,-1.92662082554307e-05,0.000546775505919287,1.06925607023177,3.62542675315995e-08,3.87650956299692e-08
647,1,0,7664.63737905431,7664.63736755657,-2.29954839596758e-05,0.000546766955766776,1.06925607345119,3.45316640514029e-08,3.69231915133388e-08
648,1,0,7664.63737737075,7664.63736755657,-1.96283599507296e-05,0.000546771219364583,1.06925607081196,3.58352641180541e-08,3.83170737073794e-08
649,1,0,7664.63737977461,7664.63736755657,-2.44360853685066e-05,0.000546766870667361,1.06925607454455,3.39201176104326e-08,3.62692918042206e-08
650,1,0,7664.63737949693,7664.63736755657,-2.38807224377524e-05,0.00054676771059928,1.06925607401167,3.41417420494654e-08,3.65062650637306e-08
651,1,0,7664.63738058108,7664.63736755657,-2.6049025109387e-05,0.000546767921081127,1.06925605887073,5.95590299008244e-08,6.36838535819196e-08
652,1,0,7664.63738005012,7664.63736755657,-2.49870954576181e-05,0.00054676771674374,1.06925607452304,3.39469341689778e-08,3.62979655716134e-08
653,1,0,7664.63738128249,7664.63736755657,-2.74518442893168e-05,0.000546769621915861,1.06925606093464,5.7002513498283e-08,6.09502830465479e-08
654,1,0,7664.6373780376,7664.63736755657,-2.09620593523141e-05,0.000546770378931005,1.06925607123747,3.56181636935135e-08,3.80849377756192e-08
655,1,0,7664.63738161834,7664.63736755657,-2.81235352304066e-05,0.000546765899555887,1.06925606159748,5.6083798221854e-08,5.99679412061277e-08
656,1,0,7664.6373841804,7664.63736755657,-3.32476647599833e-05,0.000546764616968515,1.06925599042436,1.70154082773543e-07,1.81938272300773e-07
657,1,0,7664.63738009514,7664.63736755657,-2.50771263381466e-05,0.000546767571801344,1.06925607371361,3.39566150787526e-08,3.63083169157114e-08
658,1,0,7664.63738082334,7664.63736755657,-2.65335402218625e-05,0.000546764939207144,1.06925605785849,5.93981974048662e-08,6.35118824010278e-08
659,1,0,7664.63738096828,7664.63736755657,-2.6823425287148e-05,0.000546769415732938,1.0692560754098,3.32755258178348e-08,3.55800581431754e-08
660,1,0,7664.63737869585,7664.63736755657,-2.2278551114141e-05,0.000546771297200333,1.06925607177982,3.5058443823109e-08,3.74864539250109e-08
661,1,0,7664.63738021572,7664.63736755657,-2.53182897722581e-05,0.000546769820203749,1.06925607434934,3.3831511376402e-08,3.61745490436365e-08
662,1,0,7664.63738126754,7664.63736755657,-2.74219455604907e-05,0.000546769283777227,1.06925607666585,3.30145133592733e-08,3.53009690275689e-08
663,1,0,7664.63738089281,7664.63736755657,-2.66724673565477e-05,0.000546767632628483,1.06925607604091,3.3261404813242e-08,3.55649591942154e-08
664,1,0,7664.63738296112,7664.63736755657,-3.08091002807487e-05,0.000546764644760859,1.06925607916681,3.19896379958153e-08,3.42051148973712e-08
665,1,0,7664.63738389623,7664.63736755657,-3.26793160638772e-05,0.000546765399570854,1.06925608030643,3.14790304655948e-08,3.36591447274885e-08
666,1,0,7664.63738348956,7664.63736755657,-3.18659822369227e-05,0.000546766347345221,1.06925607959019,3.16907717670495e-08,3.38855503788228e-08
667,1,0,7664.63738306223,7664.63736755657,-3.10113064188045e-05,0.000546766463183916,1.06925607899661,3.19250301081323e-08,3.41360325152702e-08
668,1,0,7664.63738174062,7664.63736755657,-2.83680965367239e-05,0.00054676990937397,1.0692560770448,3.26963924928443e-08,3.49608163704159e-08
669,1,0,7664.63738126041,7664.63736755657,-2.74076774076093e-05,0.000546771701644469,1.06925607613636,3.29858007932099e-08,3.52702679243631e-08
670,1,0,7664.63737970576,7664.63736755657,-2.42983860516688e-05,0.000546773705779278,1.06925607356349,3.40685458538677e-08,3.64279995717244e-08
671,1,0,7664.6373773558,7664.63736755657,-1.95984484889777e-05,0.00054677250014866,1.06925606993896,3.61234372821121e-08,3.86252045809576e-08
672,1,0,7664.63737782444,7664.63736755657,-2.05357264349004e-05,0.000546770800876044,1.06925607098143,3.55080407935143e-08,3.79671881871215e-08
673,1,0,7664.63737742913,7664.63736755657,-1.97451172425644e-05,0.000546754999515806,1.06925604757434,7.16622063293182e-08,7.66252475001436e-08
674,1,0,7664.55093729628,7664.63736755657,0.172860520586255,0.000245708435433677,1.06818721660324,0.00167843542681157,0.00179288326681412
675,1,0,7664.60859109484,7664.63736755657,0.0575529234665737,0.000356633404769485,1.06865117780301,0.000947969155501526,0.00101304835454763
676,1,0,7664.62652949756,7664.63736755657,0.0216761180217873,0.00037526340863185,1.06886852534476,0.000615412107049769,0.000657794631341599
677,1,0,7664.63737968288,7664.63736755657,-2.42526111833286e-05,0.0005464385603222,1.06925527563348,1.28869883067773e-06,1.37794802340486e-06
678,1,0,7664.54405474654,7664.63736755657,0.186625620068298,8.89419615529691e-05,1.06815211694004,0.00172678871602532,0.00184447302253061
679,1,0,7664.63738242407,7664.63736755657,-2.97349888569443e-05,0.000546728076147364,1.06925599196644,1.6936620578015e-07,1.81095830367046e-07
680,1,0,7664.63738002528,7664.63736755657,-2.49374134000391e-05,0.000546759456730175,1.06925605799938,6.02743386654421e-08,6.44487017599304e-08
681,1,0,7664.63737945589,7664.63736755657,-2.37986332649598e-05,0.00054675758857222,1.06925605607109,6.22728139267427e-08,6.65855834197579e-08
682,1,0,7664.63131342445,7664.63736755657,0.0121082642363035,0.000482908538372088,1.06899576444483,0.000410227949313163,0.000438531940272658
683,1,0,7664.63737928655,7664.63736755657,-2.34599610848818e-05,0.000546735051218797,1.06925596846615,2.00683141767461e-07,2.14581647105397e-07
684,1,0,7664.63737628774,7664.63736755657,-1.74623364728177e-05,0.000546709244191336,1.06925591439432,2.79036020663293e-07,2.98360915423281e-07
685,1,0,7664.6365275654,7664.63736755657,0.00167998234064726,0.000548648251173357,1.06914925110795,0.000169429827539169,0.000181145773228852
686,1,0,7664.63507848207,7664.63736755657,0.00457814900619269,0.000504028575598194,1.06907977170356,0.000277844671345553,0.000297038117811155
687,1,0,7664.60066923098,7664.63736755657,0.0733966511834296,0.000353719495084867,1.06854651689073,0.00111691794063538,0.00119347877511871
